DENT_CODE,COMMODITY_DESC,LANG,DISCIPLINE,OBJECT,UNIT_SET,UNIT,PART_CODE,FLIA_SLFIA,FABRICANTE,CATALOGO,USER_I,COUNTRY,TAMDESC1,TAMDESC2,TAMDESC3,INPUT_1,INPUT_2,INPUT_3,UNIT1,UNIT2,UNIT3
CXC0A09KA001000000,"CONDULETA TIPO ""C"", ALUMINIO LIBRE DE COBRE -NATURAL, MARK 9, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C39,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXC0A09KA002000000,"CONDULETA TIPO ""C"", ALUMINIO LIBRE DE COBRE -NATURAL, MARK 9, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C69,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXC0A09KA003000000,"CONDULETA TIPO ""C"", ALUMINIO LIBRE DE COBRE -NATURAL, MARK 9, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C889,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CXC0A09KA004000000,"CONDULETA TIPO ""C"", ALUMINIO LIBRE DE COBRE -NATURAL, MARK 9, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C1089,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4,0,0,IN,-,-
CXC0A09KA00F000000,"CONDULETA TIPO ""C"", ALUMINIO LIBRE DE COBRE -NATURAL, MARK 9, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C29,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXC0A09KA01D000000,"CONDULETA TIPO ""C"", ALUMINIO LIBRE DE COBRE -NATURAL, MARK 9, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C59,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXC0A09KA02D000000,"CONDULETA TIPO ""C"", ALUMINIO LIBRE DE COBRE -NATURAL, MARK 9, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2.5,0,0,IN,-,-
CXC0F67KA001000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C37,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXC0F67KA002000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C67,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXC0F67KA003000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C87,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CXC0F67KA00D000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C17,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.5,0,0,IN,-,-
CXC0F67KA00F000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C27,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXC0F67KA01D000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C57,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXC0F68KA001000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C38,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXC0F68KA002000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C68,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXC0F68KA003000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C88,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CXC0F68KA00D000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C18,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.5,0,0,IN,-,-
CXC0F68KA00F000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C28,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXC0F68KA01D000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C58,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXC0F68KA02D000000,"CONDULETA TIPO ""C"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,C78,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2.5,0,0,IN,-,-
CXC0F6MKA004000000,"CONDULETA TIPO ""C"", ELECTROGALVANIZED CON ALUMINIO ACRYLIC PAINT FERALOY (ALEACION DE HIERRO), MOGUL, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,BC10,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4,0,0,IN,-,-
CXC0F6MKA01D000000,"CONDULETA TIPO ""C"", ELECTROGALVANIZED CON ALUMINIO ACRYLIC PAINT FERALOY (ALEACION DE HIERRO), MOGUL, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XC0,4620,CROUSE-HINDS,BC5,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXL0A67KA001000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXL0A67KA002000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXL0A67KA003000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CXL0A67KA004000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4,0,0,IN,-,-
CXL0A67KA006000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,6,0,0,IN,-,-
CXL0A67KA00B000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.25,0,0,IN,-,-
CXL0A67KA00C000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.375,0,0,IN,-,-
CXL0A67KA00D000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.5,0,0,IN,-,-
CXL0A67KA00F000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXL0A67KA00K000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.312,0,0,IN,-,-
CXL0A67KA01D000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXL0A67KA02D000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2.5,0,0,IN,-,-
CXL0A67KA04D000000,"CONDULETAA TIPO L,  ALUM. LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 7, UBICACIÓN EN AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XL0,4620,,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4.5,0,0,IN,-,-
CXLBA680A001000000,"CONDULETA TIPO ""LB"",  ALUMINIO LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 8, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB38-SA,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXLBA680A002000000,"CONDULETA TIPO ""LB"",  ALUMINIO LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 8, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB68-SA,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXLBA680A00F000000,"CONDULETA TIPO ""LB"",  ALUMINIO LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 8, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXLBA680A01D000000,"CONDULETA TIPO ""LB"",  ALUMINIO LIBRE DE COBRE -CAPA DE POLVO EPOXICO, FORMA 8, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB58-SA,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXLBF67KA001000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB37,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXLBF67KA002000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB67,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXLBF67KA003000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB87,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CXLBF67KA004000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB107,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4,0,0,IN,-,-
CXLBF67KA00F000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB27,,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXLBF67KA01D000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB57,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXLBF68KA001000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB38,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXLBF68KA002000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB68,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXLBF68KA003000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB888,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
CXLBF68KA004000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB108,,VE,Diametro_FR,I_SIZE1,I_SIZE2,4,0,0,IN,-,-
CXLBF68KA00D000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB18,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.5,0,0,IN,-,-
CXLBF68KA00F000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB28,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,0.75,0,0,IN,-,-
CXLBF68KA01D000000,"CONDULETA TIPO ""LB"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 8, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLB,4620,CROUSE-HINDS,LB58,I,VE,Diametro_FR,I_SIZE1,I_SIZE2,1.5,0,0,IN,-,-
CXLLF67KA001000000,"CONDULETA TIPO ""LL"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLL,4620,CROUSE-HINDS,LL37,,VE,Diametro_FR,I_SIZE1,I_SIZE2,1,0,0,IN,-,-
CXLLF67KA002000000,"CONDULETA TIPO ""LL"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLL,4620,CROUSE-HINDS,LL67,,VE,Diametro_FR,I_SIZE1,I_SIZE2,2,0,0,IN,-,-
CXLLF67KA003000000,"CONDULETA TIPO ""LL"", FERALOY/ELECTROGALV.,CON PINTURA ACRILICA DE ALUMINIO, FORMA 7, AREA NO PELIGROSA, ROSCA HEMBRA",Spanish,ELECTRICAL,E_C001_PC,PC,PC,XLL,4620,CROUSE-HINDS,LL87,,VE,Diametro_FR,I_SIZE1,I_SIZE2,3,0,0,IN,-,-
